#class tools::wcsv::ntuple
#title Escapes
#separator 44
#vector_separator 59
#column double EDep_Trigger
#column double N_Trigger
#column double EDep_PEN
#column double N_Left
#column double N_Right
#column double N_Bottom
#column double N_Front
#column double N_Back
4,504.873,419.549,80,32,0,46,52
1,39.7804,453.118,12,68,477,38,22
1,145.492,391.592,199,15,172,16,20
1,32.509,1039.99,168,22,513,797,19
1,31.531,1035.78,22,71,152,97,27
1,34.6744,1036.64,264,23,926,26,298
3,387.07,0.0281631,21,28,0,16,66
1,35.1722,1035.29,37,94,366,21,840
1,35.7424,373.763,11,92,248,20,10
2,31.999,1038.26,36,205,1286,111,37
1,157.017,157.114,12,77,19,5,18
2,224.565,627.611,368,25,385,23,61
1,35.0641,537.969,44,40,680,104,18
4,522.866,0.118618,57,27,0,55,30
1,46.0713,1022.45,1219,14,161,24,96
3,502.198,0.0817856,53,27,0,13,75
1,553.274,0.078735,70,25,0,41,61
1,41.277,1026.48,81,32,473,678,19
1,66.9202,505.41,15,541,97,16,31
1,39.1367,1032.49,43,50,1142,688,23
1,32.1803,977.114,113,27,846,438,13
2,315.261,0.0487941,25,23,0,10,52
2,41.5432,1030.86,12,987,375,36,75
2,35.0172,1034,34,114,1286,70,29
1,39.6417,529.947,9,319,370,34,18
3,551.085,0.0707365,76,31,0,35,61
2,67.9236,733.482,31,117,857,73,29
1,170.897,169.911,21,14,122,14,13
2,365.211,277.773,79,35,70,25,255
2,584.132,0.053211,57,29,0,20,71
1,32.3894,621.679,26,25,93,728,13
2,139.813,536.364,12,488,94,21,52
1,35.3805,536.742,27,33,609,26,49
1,48.582,276.573,44,7,61,222,11
1,33.4266,536.797,84,9,183,12,231
2,113.929,948.898,22,36,368,13,137
1,105.431,968.169,168,26,944,22,201
1,100.702,443.84,16,385,88,26,26
1,64.5959,380.899,8,224,160,22,24
1,31.8956,1038.31,19,363,998,84,33
1,29.3006,1042.52,43,91,1138,340,18
1,46.8491,526.001,8,166,213,13,201
3,587.979,0.0695933,71,35,0,60,53
2,273.376,208.903,18,30,103,11,121
1,127.671,507.62,29,29,436,116,14
1,41.4116,1029.53,64,33,710,589,20
1,64.8789,369.167,24,38,348,13,52
1,47.3011,521.601,235,12,266,16,66
1,49.7724,172.028,7,131,19,12,5
1,45.5728,1026.83,290,19,1119,108,33
2,544.391,0.0540593,56,33,0,63,37
1,34.0986,1040.21,44,118,1586,40,96
1,29.933,939.932,752,10,431,35,38
1,86.6898,147.055,22,8,72,76,9
1,135.089,633.922,123,21,696,107,27
1,42.9287,631.71,41,57,761,32,66
3,556.331,0.0530564,31,44,0,67,25
1,33.139,1040.01,42,88,1385,30,220
1,29.8427,1041.42,116,32,1045,17,138
2,28.8338,1042.74,38,120,1393,57,98
2,112.747,524.881,602,21,136,32,18
1,44.7673,1026.66,38,86,1282,27,265
2,333.379,398.561,244,28,120,39,81
1,39.7917,532.886,280,18,319,114,10
1,57.0201,425.6,101,9,121,10,159
2,607.393,0.0718303,57,29,0,26,82
1,31.7055,1040.78,225,25,1224,106,47
1,247.857,555.384,28,305,425,38,54
1,37.8725,521.634,110,17,88,12,315
2,535.834,1030.54,91,74,449,852,40
1,160.38,391.067,59,15,486,31,29
1,80.2674,1560.62,29,1076,762,179,56
2,28.1333,1040.53,32,80,389,845,19
2,523.701,0.0628536,67,21,0,55,27
1,23.0809,1047.57,38,153,1424,60,61
1,35.9754,1037.53,27,382,1266,71,50
1,41.0347,737.229,18,172,834,50,45
1,51.2185,771.761,390,8,222,11,163
1,23.5112,1048.05,62,84,1478,60,57
1,46.9227,410.067,10,17,72,19,8
1,464.193,0.0183541,26,35,0,23,52
1,38.3608,413.837,35,8,147,234,5
1,38.3542,530.707,140,9,341,172,13
2,66.3801,1003.69,138,19,164,14,1097
1,43.7075,824.359,12,932,183,51,29
2,500.869,0.0393475,9,58,0,19,37
2,194.332,331.889,58,22,410,91,19
1,27.8065,1044.57,24,623,826,26,88
1,43.2304,1019.78,43,52,1102,28,452
1,25.3603,893.371,808,10,288,26,58
1,38.8727,243.813,40,8,97,150,9
1,396.026,0.0230713,25,26,0,13,51
1,34.3512,1035.16,14,352,287,334,15
1,36.0714,1035.36,364,13,1024,49,50
1,438.062,0.0907289,51,19,0,32,19
1,85.147,487.476,18,63,377,136,12
3,315.657,0.0273641,19,24,0,17,52
1,73.6796,525.151,28,38,514,18,81
3,112.647,219.395,207,10,37,27,13
2,431.748,0.0437165,14,54,0,31,17
2,526.594,0.025945,25,88,0,28,54
1,29.2115,1040.63,58,31,254,959,16
1,36.0115,1036.12,42,124,1272,110,58
1,34.4339,1036.73,401,26,758,99,31
3,385.55,45.1297,56,23,0,39,26
1,25.647,1041.07,62,43,1218,23,270
3,155.966,915.896,83,58,1190,113,52
1,69.2187,995.947,631,13,227,123,17
1,39.7135,1032.25,35,153,1141,17,159
2,33.9266,1036.86,645,19,507,34,37
1,49.7275,1021.17,758,18,593,133,24
1,56.6992,1015.18,44,79,897,471,12
1,44.1491,508.564,309,15,310,24,22
1,46.3703,1022.79,8,500,242,15,241
1,26.8445,1046.05,139,31,1421,152,30
1,48.0498,1023.03,509,17,264,20,197
2,39.0492,250.577,9,16,62,315,5
