#class tools::wcsv::ntuple
#title Escapes
#separator 44
#vector_separator 59
#column double EDep_Trigger
#column double N_Trigger
#column double EDep_PEN
#column double N_Left
#column double N_Right
#column double N_Bottom
#column double N_Front
#column double N_Back
1,29.0895,1041.73,7,1095,313,70,32
1,49.4435,1024.23,177,46,1187,45,76
2,877.608,0.0961862,104,50,0,93,56
2,126.875,448.369,39,31,485,26,68
2,104.552,335.275,19,33,73,11,413
1,25.4884,1045.16,26,357,1227,50,53
1,168.619,904.884,27,472,357,26,152
2,46.89,1024.49,56,36,309,945,16
3,595.162,0.04893,45,64,0,80,31
1,31.6143,1038.85,443,19,395,262,23
1,92.939,505.167,88,14,429,19,33
1,114.314,463.05,22,53,337,133,24
1,39.697,307.199,6,27,48,18,74
1,89.11,981.231,33,65,627,637,26
1,34.2842,1039.84,93,64,1648,67,88
1,29.073,1044.04,43,49,1141,496,22
2,45.9014,1026.34,110,33,388,993,16
1,44.3925,1025.12,23,951,157,17,182
2,108.789,961.349,41,97,1008,50,56
6,621.232,421.446,46,21,177,39,46
2,429.84,0.0346934,46,24,0,59,20
1,169.681,210.147,26,35,179,58,22
1,96.6347,972.84,550,16,606,49,55
1,63.7288,1005.18,54,17,392,17,730
1,50.7815,1022.41,51,100,1376,124,38
1,43.3908,1026.94,923,17,408,51,44
1,28.6509,1044.03,67,51,1382,31,133
1,52.2558,1019.68,79,24,343,845,12
1,84.6637,487.465,122,11,92,7,130
1,492.029,0.0494391,44,38,0,62,23
1,443.798,0.0328906,46,25,0,55,32
3,631.767,0.0685958,48,61,0,31,84
1,29.7425,1040.59,28,55,658,709,16
1,41.3766,1026.62,1147,18,139,160,25
1,362.742,0.0649961,56,17,0,36,15
1,45.0009,1025.89,18,209,367,667,13
1,36.944,1031.94,34,116,633,19,779
1,41.7033,1027.61,800,13,407,34,86
2,92.8602,699.758,51,15,80,117,30
1,57.0117,517.014,50,24,689,39,30
1,59.1431,514.401,51,23,527,26,56
1,72.5829,484.273,20,28,98,347,12
1,37.0563,1034.65,106,19,192,1319,9
1,76.2915,323.559,13,33,240,254,9
1,58.9039,514.108,35,29,527,127,10
2,129.036,304.263,25,24,61,379,8
3,132.434,1039.16,274,30,1287,61,63
2,34.1087,351.232,45,6,149,7,98
1,53.9712,517.267,23,34,347,15,294
1,35.8889,1032.08,106,13,325,723,13
1,50.2309,1021.46,29,212,1143,31,173
2,64.5391,1006.66,1050,17,196,103,23
1,72.8281,497.905,14,204,415,32,28
1,822.995,0.0611947,45,70,0,118,35
1,41.0273,532.027,284,11,196,13,111
1,61.3863,423.961,9,187,245,14,62
1,199.873,759.374,52,79,608,22,318
1,58.9309,1013.31,35,121,939,25,277
5,420.248,654.751,55,7,0,37,22
1,64.6533,506.438,15,291,308,29,36
1,135.049,438.11,74,24,561,36,39
1,50.2176,1022.94,62,56,1237,61,71
1,24.2544,547.438,223,16,430,21,37
1,34.685,1036.52,15,1029,368,28,73
1,38.9124,534.185,28,32,581,15,240
1,310.287,0.028839,28,31,0,16,58
2,36.0287,1020.02,68,20,701,20,432
1,34.8552,1036.77,36,165,1275,74,55
1,37.565,1032.02,323,21,375,21,396
1,102.394,1340.8,64,71,1281,197,231
1,27.4174,539.18,26,31,618,27,41
1,46.9045,1023.48,25,310,831,150,31
1,40.7445,529.391,175,12,166,9,168
1,37.5026,1381.06,20,24,159,495,9
1,46.1643,1026.15,44,267,1246,104,52
1,31.8004,1040.41,52,79,1357,92,36
1,134.332,745.183,75,6,69,7,17
4,341.999,0.0700671,29,19,0,52,19
1,362.206,0.0354497,24,33,0,51,24
1,289.786,171.436,16,109,131,87,21
1,50.0083,271.964,9,109,90,24,8
1,264.597,305.331,28,23,96,19,47
2,424.789,0.0356387,23,32,0,52,9
1,153.664,476.838,473,12,115,36,23
1,36.8872,1036.12,64,82,1423,77,65
1,28.9417,543.237,52,25,698,35,33
1,49.5223,523.508,29,34,567,22,100
1,59.0827,1011.31,18,84,262,796,21
4,547.484,0.0624588,60,38,0,79,29
1,59.9525,514.137,105,25,517,49,25
1,56.3847,1577.35,9,210,374,16,67
2,0,1470.46,63,6,249,8,190
1,84.1563,319.709,11,90,271,48,13
4,778.201,0.0466843,37,96,0,36,88
1,42.4508,480.348,69,14,449,21,192
1,31.9607,357.166,7,527,78,22,12
1,33.851,1036.29,45,75,1014,21,383
1,89.4573,170.08,11,85,198,28,14
1,175.484,899.209,30,219,1095,101,45
1,27.315,1044.72,110,40,1258,49,57
1,191.501,204.541,11,119,115,26,15
1,55.1091,585.332,64,15,313,11,351
1,36.6011,1034.6,17,1357,232,44,47
1,257.933,346.761,16,21,217,225,15
1,54.0308,1019.04,127,34,789,23,713
1,34.9669,1036.04,122,23,178,13,1426
2,464.847,0.0361389,21,73,0,30,57
2,36.4632,533.062,12,76,485,11,116
1,70.6275,772.199,53,36,946,139,20
2,587.493,0.0478127,36,53,0,89,24
1,37.6791,533.309,118,7,134,290,15
1,36.5772,1598.41,19,529,167,30,40
1,32.833,1038.69,30,289,1209,29,70
1,38.6776,1032.55,60,33,690,30,666
1,51.2244,1020.02,33,64,941,20,287
2,412.951,0.0484664,41,28,0,29,56
1,42.1722,255.532,7,317,55,11,15
2,100.404,804.646,625,30,176,20,121
3,750.306,0.0784061,92,27,0,32,93
1,48.9777,594.509,250,9,131,130,18
2,317.003,0.0379559,56,20,0,21,28
1,239.229,831.903,70,34,638,40,71
1,43.1835,480.737,13,298,173,16,24
1,123.885,948.538,38,268,969,46,55
1,31.8229,1039.86,25,115,1181,118,28
1,73.7415,497.385,93,8,233,188,10
2,499.164,0.0329698,27,48,0,64,38
1,37.433,1034.75,97,43,1269,129,41
1,62.2801,508.122,13,43,164,367,9
1,258.39,0.0446268,22,24,0,53,13
1,136.15,518.117,13,187,372,25,53
2,39.0047,601.534,12,54,562,69,12
1,559.876,0.0762524,18,44,0,19,52
3,86.6995,315.808,37,12,87,22,348
1,54.795,1017.11,61,42,732,21,699
1,50.4523,1004.91,447,13,572,17,206
1,339.966,0.0321672,18,26,0,7,55
1,33.6621,1022.76,18,517,730,18,199
1,29.4609,1040.37,50,43,851,506,22
2,19.9744,425.557,222,5,374,33,15
2,36.8032,815.582,32,91,953,28,136
3,574.922,0.0559584,43,31,0,29,80
1,51.0225,126.89,52,4,73,2,8
1,36.3933,1036.03,34,163,1228,43,76
1,128.892,443.195,14,46,123,288,15
1,36.2047,1029.3,374,15,237,195,18
1,32.6182,1032.43,185,30,1314,65,60
1,111.075,355.009,32,29,195,265,16
3,503.398,211.841,25,59,0,24,62
1,45.2013,1025.48,164,21,1195,40,83
1,82.1102,488.848,12,254,243,94,27
1,116.367,957.414,71,97,1242,54,89
1,31.3125,1041.7,239,24,1388,89,45
1,34.9359,1037.15,56,58,1444,89,51
1,39.8088,1321.17,651,17,661,25,97
1,36.9184,1034.75,53,58,1167,269,22
2,30.4703,540.244,31,51,548,16,46
2,39.3264,1032.17,47,52,960,20,253
2,352.722,0.0415745,52,12,0,33,24
2,198.289,874.287,181,27,348,556,36
1,33.6805,1035.43,34,67,618,16,689
1,36.7036,1031.54,22,194,155,187,23
1,96.0058,562.518,48,11,86,8,55
1,48.5204,521.348,24,19,281,7,251
1,31.8124,1040.14,64,53,1340,224,28
1,36.2237,695.208,73,41,826,89,24
1,38.9897,747.5,13,134,179,10,339
1,42.7314,529.786,30,21,207,10,311
2,77.2859,133.701,18,10,190,6,25
1,32.0255,539.531,108,22,551,16,150
1,61.7765,1008.75,24,129,527,585,21
1,30.5384,1039.69,13,1160,217,78,27
1,62.7348,508.096,31,22,260,15,350
1,92.1751,191.386,8,48,218,19,13
1,150.861,918.83,23,626,409,55,40
1,30.2119,1042.33,32,203,1358,40,65
1,53.8997,375.178,66,8,334,15,34
1,31.0601,1041.32,69,59,1086,31,368
1,37.1102,513.921,64,9,119,370,7
2,378.521,0.0526981,29,36,0,18,58
4,826.152,0.0746171,61,72,0,82,41
1,53.4686,392.54,12,27,311,17,65
4,607.752,0.0544412,33,81,0,28,73
3,709.511,0.0418267,38,86,0,32,109
1,165.562,834.853,663,20,288,25,98
1,47.9568,1021.18,27,108,425,19,784
2,352.709,0.0365602,20,23,0,23,58
1,438.337,643.199,241,57,708,65,110
4,553.91,0.0732368,48,32,0,58,41
1,36.0477,1036.15,41,114,1193,22,200
