#class tools::wcsv::ntuple
#title Escapes
#separator 44
#vector_separator 59
#column double EDep_Trigger
#column double N_Trigger
#column double EDep_PEN
#column double N_Left
#column double N_Right
#column double N_Bottom
#column double N_Front
#column double N_Back
2,549.18,0.0249524,35,61,0,79,14
2,658.626,348.31,42,313,886,116,47
2,30.9964,562.634,37,123,1784,37,264
2,32.9012,1078.04,49,606,3912,155,71
3,577.73,520.456,131,109,1727,99,120
2,195.176,222.144,77,26,154,317,16
2,156.131,370.677,22,132,324,17,697
2,39.0525,554.93,120,53,1740,181,34
4,473.106,105.964,26,38,0,27,58
2,237.44,353.718,78,49,681,524,29
2,40.7593,1067.51,2721,22,1029,62,193
2,192.156,239.937,575,13,132,31,50
4,689.773,35.787,85,33,0,44,61
2,488.341,0.0510932,43,25,0,66,21
6,752.906,0.17393,86,31,0,34,92
3,551.657,0.0859292,58,19,0,59,33
4,818.725,0.0660852,45,74,0,98,47
2,156.907,516.995,541,26,665,273,20
2,36.9459,1072.56,62,331,3454,79,391
2,342.244,1079.14,1232,70,2328,174,127
2,35.6632,558.273,148,47,1848,152,43
2,34.6864,1072.22,524,34,2289,28,959
2,418.499,579.017,20,1328,303,69,116
2,402.673,0.0515354,62,16,0,29,34
2,378.253,0.0374444,14,41,0,57,11
3,344.357,0.0330975,52,14,0,17,22
2,284.893,821.35,46,1227,1721,64,363
4,257.903,326.769,36,97,422,559,25
5,418.79,0.0808295,54,19,0,26,50
2,525.335,128.69,65,24,0,44,31
2,295.648,811.046,59,364,2886,155,93
2,442.191,0.0187435,20,53,0,40,34
2,41.4558,1062.06,674,20,761,1520,21
5,461.826,0.0300414,64,21,0,42,44
2,273.001,825.775,43,361,752,29,1515
2,567.23,490.568,62,12,0,16,45
2,317.305,586.264,43,25,12,65,25
5,482.38,0.0564064,67,23,0,70,15
2,163.488,95.7876,15,197,27,15,19
2,313.863,0.0309566,28,60,0,33,23
3,159.32,946.135,28,936,1505,39,606
4,599.566,0.0576536,49,25,0,74,8
2,550.231,0.033283,47,29,0,15,81
2,443.747,0.0517387,34,24,0,52,14
2,118.911,156.115,7,214,101,35,6
3,485.446,0.100532,57,27,0,45,25
4,34.4534,1080.59,97,152,3646,60,723
2,88.3236,1022.51,853,55,3497,121,94
4,621.48,452.533,62,128,1192,161,49
2,373.006,200.595,29,406,102,73,31
3,580.483,0.0564299,29,75,0,35,42
3,645.722,0.0689245,28,50,0,18,70
2,416.66,0.0406779,44,22,0,23,59
2,33.555,1077.59,36,1135,2656,352,50
3,311.682,0.0370228,25,26,0,52,18
2,514.018,0.0391465,28,46,0,56,25
2,607.562,0.0534588,27,45,0,81,26
5,498.25,464.338,326,55,945,58,102
2,80.4316,501.359,32,51,206,12,21
4,278.639,0.0425384,14,22,0,55,12
3,569.591,0.0455244,30,46,0,52,51
4,470.2,0.0759349,49,29,0,22,62
2,41.8751,1069.25,1165,42,3059,229,60
2,328.921,343.013,92,52,1248,123,38
2,30.7421,1081.61,58,652,3847,193,74
4,448.682,0.0664439,41,36,0,52,14
5,474.227,0.0563619,58,15,0,15,48
2,737.022,0.0751855,69,35,0,75,40
2,88.6367,207.31,10,349,123,133,14
2,282.957,306.199,404,23,650,30,102
2,41.7737,1059.43,439,36,411,29,494
2,204.853,539.544,121,42,421,1409,31
2,34.2371,1076.29,689,45,3752,316,49
2,432.31,513.972,219,48,176,2289,24
2,399.738,0.0471461,65,21,0,32,30
2,80.2527,954.872,3702,30,461,137,53
2,320.565,0.0166863,20,37,0,19,54
5,675.38,790.795,90,35,0,43,73
3,491.691,0.0512027,24,48,0,65,18
2,33.5075,637.454,1927,19,441,45,75
3,169.119,550.802,28,936,1008,33,103
2,463.492,0.0630396,22,33,0,22,68
2,70.2833,520.055,61,53,1076,31,573
2,486.7,0.0428893,25,42,0,63,17
2,63.8196,1039.17,39,988,444,701,36
4,797.645,0.129014,81,35,0,22,77
2,162.029,53.4462,17,35,20,11,227
2,382.152,0.0182447,13,53,0,21,38
2,380.228,0.0353474,19,27,0,66,17
3,341.839,0.0709328,57,14,0,24,25
2,241.926,346.024,39,56,757,343,26
6,881.51,213.342,156,52,387,302,48
2,78.8722,510.742,118,34,360,1148,13
2,429.887,210.083,50,23,0,63,22
2,55.0985,1048.64,2621,21,847,250,42
2,72.7219,521.008,75,95,1832,80,87
2,250.306,833.758,92,88,1610,1308,55
2,395.016,182.572,67,32,97,323,28
2,45.5798,545.708,18,583,1215,26,88
4,467.926,0.0441371,35,23,0,58,21
2,51.275,472.979,43,49,285,1221,11
2,29.3318,1085.67,799,46,3965,84,202
3,426.021,0.0352297,28,53,0,34,41
2,861.54,232.015,42,451,72,207,43
2,331.193,212.826,234,18,158,131,23
2,86.9042,60.3831,10,13,22,4,207
2,40.6537,1071.61,1805,36,2286,68,189
2,65.2571,506.501,854,15,381,25,190
2,34.0196,1076.67,538,57,3442,73,315
2,444.272,0.0400054,30,23,0,56,11
4,147.914,937.655,688,16,778,260,30
2,431.509,592.423,67,19,0,27,36
2,191.5,395.896,20,189,148,855,21
2,134.272,1082.71,100,303,3604,301,86
2,381.086,0.0356129,56,18,0,10,31
2,757.54,0.0924513,53,61,0,35,114
4,524.459,0.0215007,17,74,0,37,29
2,52.0283,535.636,24,82,600,1102,14
2,178.817,291.889,77,24,443,300,16
4,520.076,0.07915,43,43,0,29,65
2,55.2243,623.979,235,21,1590,405,16
2,31.8673,1074.2,396,45,491,24,3278
2,1096.49,0.104649,98,45,0,109,39
5,573.481,0.0288255,24,85,0,27,26
2,38.2435,556.005,61,86,1674,311,32
3,587.238,0.102584,89,30,0,54,43
3,351.068,0.0184227,9,33,0,52,17
2,684.357,0.037089,33,74,0,93,27
2,395.019,0.0519533,51,21,0,26,19
2,600.841,0.0750109,27,49,0,55,13
2,624.403,0.0724104,41,91,0,53,37
4,355.773,0.0807036,58,11,0,23,26
3,629.884,184.111,69,45,0,30,61
2,249.223,338.715,831,26,64,204,23
2,27.6459,1083.47,78,155,4198,613,58
2,488.725,0.0616652,49,26,0,22,52
